time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	1477010443000000	0.312243	0.58034	1	1	0.1	L	0	
1477010443050000	0.733447	0.761384	4.06118	1.05741	0.107837	R	14.0034	
1477010443100000	0.801207	0.880542	4.06118	1.0628	0.107837	L	0	
1477010443150000	1.23298	0.607023	4.17721	-0.231956	-0.0753178	R	5.65373	
1477010443200000	1.38523	0.570725	4.17721	-0.235722	-0.0753178	L	0	
1477010443250000	1.62338	0.536	4.44017	0.229361	0.108747	R	2.08631	
1477010443300000	1.82197	0.58144	4.44017	0.234798	0.108747	L	0	
1477010443350000	2.07631	0.590122	4.98669	0.148378	0.0857075	R	2.15723	
1477010443400000	2.31777	0.626625	4.98669	0.152663	0.0857075	L	0	
1477010443450000	2.66413	0.617274	5.19384	0.0568608	-0.0418126	R	1.80944	
1477010443500000	2.92023	0.631372	5.19384	0.0547701	-0.0418126	L	0	
1477010443550000	3.26622	0.520754	5.30799	-0.125406	-0.504712	R	2.77078	
1477010443600000	3.52582	0.484377	5.30799	-0.150642	-0.504712	L	0	
1477010443650000	3.86074	0.590426	5.36153	0.00874805	0.0951561	R	3.05176	
1477010443700000	4.126	0.592931	5.36153	0.0135059	0.0951561	L	0	
1477010443750000	4.40975	0.632339	5.33203	0.0482583	0.172506	R	0.829209	
1477010443800000	4.67327	0.645869	5.33203	0.0568835	0.172506	L	0	
1477010443850000	4.94554	0.646085	5.26553	0.0451365	0.127616	R	2.47459	
1477010443900000	5.20611	0.658471	5.26553	0.0515173	0.127616	L	0	
1477010443950000	5.44966	0.669078	5.29096	0.0587989	0.128035	R	1.04412	
1477010444000000	5.71162	0.685193	5.29096	0.0652006	0.128035	L	0	
1477010444050000	5.95726	0.534791	5.24221	-0.0529604	-0.0943846	R	2.84723	
1477010444100000	6.2172	0.520299	5.24221	-0.0576797	-0.0943846	L	0	
1477010444150000	6.47674	0.6444	5.20688	0.0271962	0.0465947	R	2.00636	
1477010444200000	6.7355	0.651633	5.20688	0.029526	0.0465947	L	0	
1477010444250000	6.99714	0.633787	5.1413	0.0137921	0.0208474	R	3.56814	
1477010444300000	7.25289	0.637363	5.1413	0.0148345	0.0208474	L	0	
1477010444350000	7.58474	0.701545	5.2253	0.0484217	0.0668302	R	4.4885	
1477010444400000	7.84451	0.714496	5.2253	0.0517632	0.0668302	L	0	
1477010444450000	8.10618	0.777872	5.16758	0.0796481	0.0975662	R	3.20393	
1477010444500000	8.36264	0.798917	5.16758	0.0845264	0.0975662	L	0	
1477010444550000	8.61693	1.03274	5.21725	0.189177	0.210806	R	5.48273	
1477010444600000	8.87192	1.08292	5.21725	0.199717	0.210806	L	0	
1477010444650000	9.2034	1.11927	5.26799	0.199883	0.199859	R	5.65635	
1477010444700000	9.46039	1.17267	5.26799	0.209876	0.199859	L	0	
