time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	1477010443000000	0.312243	0.58034	1	1	0.1	L	0	
1477010443050000	0.733447	0.761384	4.06118	1.05741	0.107837	R	14.0034	
1477010443100000	1.05259	0.622671	4.0285	0.478964	0.0383272	L	4.52219	
1477010443150000	1.28144	0.542116	4.16851	-0.127404	-0.0465625	R	3.11299	
1477010443200000	1.54719	0.573429	4.2011	0.0477351	-0.00476036	L	1.18973	
1477010443250000	1.80753	0.570848	4.77469	0.0909479	0.0783411	R	3.95811	
1477010443300000	2.08555	0.615307	4.8244	0.118921	0.0848504	L	0.778721	
1477010443350000	2.30855	0.653583	5.02768	0.1591	0.174737	R	1.96327	
1477010443400000	2.57901	0.685659	5.05971	0.1455	0.11365	L	0.368302	
1477010443450000	2.85536	0.668643	5.1775	0.0740058	-0.0900559	R	0.782582	
1477010443500000	3.09011	0.672884	5.15406	0.0574577	-0.127365	L	0.41941	
1477010443550000	3.38502	0.565014	5.25652	-0.11609	-0.657556	R	2.71431	
1477010443600000	3.69259	0.451798	5.33741	-0.263357	-1.01563	L	3.6054	
1477010443650000	3.97136	0.548136	5.35257	-0.075507	-0.267964	R	3.95109	
1477010443700000	4.24851	0.542625	5.36137	-0.0722604	-0.223528	L	0.282213	
1477010443750000	4.50843	0.580704	5.31598	-0.0258831	-0.0848214	R	1.02671	
1477010443800000	4.69651	0.697992	5.17651	0.0969913	0.209144	L	9.37116	
1477010443850000	4.95008	0.696675	5.13993	0.082263	0.157025	R	1.92517	
1477010443900000	5.25741	0.685799	5.20992	0.0570064	0.0887282	L	3.77023	
1477010443950000	5.51661	0.692067	5.2384	0.0553977	0.0773707	R	1.56722	
1477010444000000	5.81559	0.701973	5.2858	0.052564	0.0646695	L	2.24935	
1477010444050000	6.06272	0.621964	5.23258	-0.0153395	-0.0591056	R	4.08812	
1477010444100000	6.32004	0.740981	5.22483	0.069556	0.0855271	L	3.07977	
1477010444150000	6.57127	0.775651	5.19524	0.0846664	0.102524	R	0.512717	
1477010444200000	6.82385	0.76831	5.18845	0.0707317	0.0739113	L	0.290243	
1477010444250000	7.07025	0.750774	5.12444	0.0513602	0.0401376	R	3.64471	
1477010444300000	7.29396	0.836675	5.08971	0.0982783	0.10299	L	2.34371	
1477010444350000	7.58408	0.848722	5.16694	0.0939529	0.089778	R	4.34346	
1477010444400000	7.83854	0.820472	5.16109	0.0688833	0.0510421	L	0.747328	
1477010444450000	8.09027	0.839413	5.11837	0.0715333	0.0506381	R	2.6901	
1477010444500000	8.33134	0.853783	5.10204	0.0724546	0.0487168	L	0.370199	
1477010444550000	8.59621	0.946704	5.16361	0.113385	0.0966832	R	6.27737	
1477010444600000	8.83562	1.00264	5.14629	0.132166	0.1137	L	0.568995	
1477010444650000	9.12302	1.04234	5.19274	0.138722	0.11435	R	6.82821	
1477010444700000	9.36259	1.07165	5.17195	0.141779	0.111364	L	0.617678	
1477010444750000	9.6395	1.14535	5.21372	0.163525	0.130096	R	4.41998	
1477010444800000	9.91211	1.26921	5.2436	0.207033	0.173278	L	2.94426	
1477010444850000	10.1622	1.36003	5.20594	0.23417	0.196654	R	4.74842	
1477010444900000	10.3902	1.43793	5.18039	0.253138	0.207688	L	1.07211	
1477010444950000	10.6248	1.52426	5.11669	0.27656	0.22628	R	4.38618	
1477010445000000	10.8543	1.5538	5.08829	0.270433	0.206343	L	1.40158	
1477010445050000	11.1185	1.60583	5.11477	0.270903	0.193944	R	1.84407	
1477010445100000	11.398	1.64932	5.14646	0.265949	0.176281	L	1.96423	
1477010445150000	11.6309	1.70819	5.107	0.272806	0.175407	R	1.04788	
1477010445200000	11.8631	1.77096	5.08989	0.279717	0.173443	L	0.400736	
1477010445250000	12.1169	1.85968	5.12751	0.294	0.178519	R	1.23194	
1477010445300000	12.3611	1.88822	5.11131	0.282324	0.154418	L	0.771412	
1477010445350000	12.6155	1.94876	5.14054	0.282668	0.144122	R	0.924592	
1477010445400000	12.8172	2.07999	5.11033	0.320541	0.180579	L	3.34032	
1477010445450000	13.0809	2.18414	5.1783	0.334584	0.183175	R	3.50173	
1477010445500000	13.2848	2.32316	5.15326	0.371578	0.21625	L	2.59171	
1477010445550000	13.4689	2.46685	5.0684	0.414638	0.259692	R	11.0773	
1477010445600000	13.7176	2.58209	5.09335	0.430412	0.262626	L	0.81929	
1477010445650000	13.9381	2.69474	5.07505	0.44822	0.26961	R	0.267974	
1477010445700000	14.1663	2.84731	5.09538	0.47925	0.289819	L	0.660572	
1477010445750000	14.4143	2.95412	5.14284	0.481041	0.269953	R	1.43751	
1477010445800000	14.6221	3.03036	5.09873	0.478975	0.252601	L	2.19422	
1477010445850000	14.852	3.17915	5.14242	0.500551	0.259304	R	3.89421	
1477010445900000	15.0583	3.37044	5.16113	0.544209	0.294675	L	1.30052	
